estimate_sex_and_age_total_population,estimate_sex_and_age_total_population_male,estimate_sex_and_age_total_population_female,estimate_sex_and_age_under_5_years,estimate_sex_and_age_5_to_9_years,estimate_sex_and_age_10_to_14_years,estimate_sex_and_age_15_to_19_years,estimate_sex_and_age_20_to_24_years,estimate_sex_and_age_25_to_34_years,estimate_sex_and_age_35_to_44_years,estimate_sex_and_age_45_to_54_years,estimate_sex_and_age_55_to_59_years,estimate_sex_and_age_60_to_64_years,estimate_sex_and_age_65_to_74_years,estimate_sex_and_age_75_to_84_years,estimate_sex_and_age_85_years_and_over,estimate_sex_and_age_median_age_(years),estimate_sex_and_age_18_years_and_over,estimate_sex_and_age_21_years_and_over,estimate_sex_and_age_62_years_and_over,estimate_sex_and_age_65_years_and_over,estimate_sex_and_age_18_years_and_over,estimate_sex_and_age_18_years_and_over_male,estimate_sex_and_age_18_years_and_over_female,estimate_sex_and_age_65_years_and_over,estimate_sex_and_age_65_years_and_over_male,estimate_sex_and_age_65_years_and_over_female,estimate_race_total_population,estimate_race_total_population_one_race,estimate_race_total_population_two_or_more_races,estimate_race_one_race,estimate_race_one_race_white,estimate_race_one_race_black_or_african_american,estimate_race_one_race_american_indian_and_alaska_native,estimate_race_one_race_american_indian_and_alaska_native_cherokee_tribal_grouping,estimate_race_one_race_american_indian_and_alaska_native_chippewa_tribal_grouping,estimate_race_one_race_american_indian_and_alaska_native_navajo_tribal_grouping,estimate_race_one_race_american_indian_and_alaska_native_sioux_tribal_grouping,estimate_race_one_race_asian,estimate_race_one_race_asian_asian_indian,estimate_race_one_race_asian_chinese,estimate_race_one_race_asian_filipino,estimate_race_one_race_asian_japanese,estimate_race_one_race_asian_korean,estimate_race_one_race_asian_vietnamese,estimate_race_one_race_asian_other_asian,estimate_race_one_race_native_hawaiian_and_other_pacific_islander,estimate_race_one_race_native_hawaiian_and_other_pacific_islander_native_hawaiian,estimate_race_one_race_native_hawaiian_and_other_pacific_islander_guamanian_or_chamorro,estimate_race_one_race_native_hawaiian_and_other_pacific_islander_samoan,estimate_race_one_race_native_hawaiian_and_other_pacific_islander_other_pacific_islander,estimate_race_one_race_some_other_race,estimate_race_two_or_more_races,estimate_race_two_or_more_races_white_and_black_or_african_american,estimate_race_two_or_more_races_white_and_american_indian_and_alaska_native,estimate_race_two_or_more_races_white_and_asian,estimate_race_two_or_more_races_black_or_african_american_and_american_indian_and_alaska_native,estimate_race_race_alone_or_in_combination_with_one_or_more_other_races_total_population,estimate_race_race_alone_or_in_combination_with_one_or_more_other_races_total_population_white,estimate_race_race_alone_or_in_combination_with_one_or_more_other_races_total_population_black_or_african_american,estimate_race_race_alone_or_in_combination_with_one_or_more_other_races_total_population_american_indian_and_alaska_native,estimate_race_race_alone_or_in_combination_with_one_or_more_other_races_total_population_asian,estimate_race_race_alone_or_in_combination_with_one_or_more_other_races_total_population_native_hawaiian_and_other_pacific_islander,estimate_race_race_alone_or_in_combination_with_one_or_more_other_races_total_population_some_other_race,estimate_hispanic_or_latino_and_race_total_population,estimate_hispanic_or_latino_and_race_total_population_hispanic_or_latino_(of_any_race),estimate_hispanic_or_latino_and_race_total_population_hispanic_or_latino_(of_any_race)_mexican,estimate_hispanic_or_latino_and_race_total_population_hispanic_or_latino_(of_any_race)_puerto_rican,estimate_hispanic_or_latino_and_race_total_population_hispanic_or_latino_(of_any_race)_cuban,estimate_hispanic_or_latino_and_race_total_population_hispanic_or_latino_(of_any_race)_other_hispanic_or_latino,estimate_hispanic_or_latino_and_race_total_population_not_hispanic_or_latino,estimate_hispanic_or_latino_and_race_total_population_not_hispanic_or_latino_white_alone,estimate_hispanic_or_latino_and_race_total_population_not_hispanic_or_latino_black_or_african_american_alone,estimate_hispanic_or_latino_and_race_total_population_not_hispanic_or_latino_american_indian_and_alaska_native_alone,estimate_hispanic_or_latino_and_race_total_population_not_hispanic_or_latino_asian_alone,estimate_hispanic_or_latino_and_race_total_population_not_hispanic_or_latino_native_hawaiian_and_other_pacific_islander_alone,estimate_hispanic_or_latino_and_race_total_population_not_hispanic_or_latino_some_other_race_alone,estimate_hispanic_or_latino_and_race_total_population_not_hispanic_or_latino_two_or_more_races,estimate_hispanic_or_latino_and_race_total_population_not_hispanic_or_latino_two_or_more_races_two_races_including_some_other_race,estimate_hispanic_or_latino_and_race_total_population_not_hispanic_or_latino_two_or_more_races_two_races_excluding_some_other_race_and_three_or_more_races,estimate_total_housing_units,estimate_citizen_voting_age_population_citizen_18_and_over_population,estimate_citizen_voting_age_population_citizen_18_and_over_population_male,estimate_citizen_voting_age_population_citizen_18_and_over_population_female,geography,geographic_area_name,Year,fips
418082,204083,213999,95.4,25675,26034,28074,25853,24656,56502,51802,53958,25357,29196,44931,21245,4799,39.1,97163,334518,320919,307862,89744,70975,320919,154610,166309,93.0,70975,32738,38237,85.6,418082,381279,36803,381279,282588,78256,2926,N,N,N,N,9446,420,1377,738,90,173,6211,437,175,N,N,N,N,7888,36803,3839,11825,3088,266,418082,317872,86269,17315,15943,2423,20519,418082,24384,7664,5113,208,11399,393698,278022,77887,1609,9185,175,1104,25716,2605,310M600US25060,"Gulfport-Biloxi, MS Metro Area",2021,25060
300820,152794,148026,103.2,16711,18878,18836,18541,17569,38402,41243,39002,18844,22176,31407,13803,5408,39.9,65566,243418,235254,223837,64944,50618,235254,118290,116964,101.1,50618,23326,27292,85.5,300820,275017,25803,275017,239238,24219,639,N,N,N,N,4761,N,N,N,N,N,N,N,101,N,N,N,N,6059,25803,8377,4301,1259,106,300820,264283,35179,6520,6230,N,16832,300820,16918,4162,4978,302,7476,283902,237156,23955,430,4761,101,702,16797,2429,310M600US25180,"Hagerstown-Martinsburg, MD-WV Metro Area",2021,25180
135217,65793,69424,94.8,8867,8888,10145,10433,10618,17095,17813,14347,7275,7956,14639,5470,1671,35.6,33213,106063,102004,93429,25335,21780,102004,48061,53943,89.1,21780,10080,11700,86.2,135217,128369,6848,128369,85210,39184,213,N,N,N,N,1245,N,N,N,N,N,N,N,0,N,N,N,N,2517,6848,N,N,N,N,135217,91561,41908,1149,2115,N,5693,135217,6413,1217,598,1119,3479,128804,83893,39184,123,1245,0,482,3877,205,310M600US25220,"Hammond, LA Metro Area",2021,25220
153443,85187,68256,124.8,10845,9762,13707,10746,12015,26507,22940,15923,7301,7301,9714,4928,1754,32.2,41406,117290,112037,105997,20435,16396,112037,64379,47658,135.1,16396,7991,8405,95.1,153443,117025,36418,117025,55481,10751,2974,N,N,N,N,6237,N,N,N,N,N,N,N,683,N,N,N,N,40899,36418,664,908,1452,44,153443,90965,12809,4448,8359,1085,73905,153443,86774,77042,2080,71,7581,66669,45093,10162,978,6237,373,215,3611,698,310M600US25260,"Hanford-Corcoran, CA Metro Area",2021,25260
596305,296542,299763,98.9,33431,36863,36278,37961,33463,76907,78960,72907,38558,40893,67316,29378,13390,40.3,128755,481763,467550,443886,134425,110084,467550,229437,238113,96.4,110084,49014,61070,80.3,596305,555378,40927,555378,448124,60794,1071,N,N,N,N,29489,9353,2977,1752,484,1165,3621,10137,253,N,N,N,N,15647,40927,12862,5379,2748,332,596305,486120,78280,8475,34862,1180,31697,596305,44695,11924,16847,1891,14033,551610,436001,58577,178,29336,253,2532,24733,4644,310M600US25420,"Harrisburg-Carlisle, PA Metro Area",2021,25420
135824,66125,69699,94.9,7207,7462,7092,13518,15957,17884,16951,13668,7292,7567,12623,5804,2799,34.3,26626,112804,109198,95677,25998,21226,109198,52455,56743,92.4,21226,9600,11626,82.6,135824,119677,16147,119677,106490,4133,981,N,N,N,N,2275,N,N,N,N,N,N,N,41,N,N,N,N,5757,16147,1613,1385,1570,201,135824,120933,10826,3186,4187,N,16412,135824,17695,5716,3556,290,8133,118129,105003,4076,88,2232,41,971,5718,319,310M600US25500,"Harrisonburg, VA Metro Area",2021,25500
1211906,594175,617731,96.2,58417,65239,68157,84917,85559,153544,151723,152285,86344,85427,127456,64913,27925,40.6,238210,1005620,973696,915174,269795,220294,973696,472710,500986,94.4,220294,97337,122957,79.2,1211906,1080271,131635,1080271,799388,134662,3315,N,N,N,N,66355,30841,12380,4084,280,3630,3152,11988,101,N,N,N,N,76450,131635,29039,5391,7427,2521,1211906,916215,183217,15971,78864,1886,158173,1211906,196078,13316,120234,4845,57683,1015828,764014,127585,1339,65856,0,5309,51725,18726,310M600US25540,"Hartford-East Hartford-Middletown, CT Metro Area",2021,25540
172507,82125,90382,90.9,10792,12539,12596,11167,17542,19731,21213,20349,11194,10932,14499,7838,2115,35.8,41962,134178,130545,123092,30382,24452,130545,61506,69039,89.1,24452,10771,13681,78.7,172507,160127,12380,160127,110536,47342,32,N,N,N,N,1109,N,N,N,N,N,N,N,137,N,N,N,N,971,12380,1920,3162,1133,0,172507,121068,51288,3665,3883,N,4750,172507,4541,2849,474,152,1066,167966,110252,47228,13,1109,137,461,8766,165,310M600US25620,"Hattiesburg, MS Metro Area",2021,25620
79266,39698,39568,100.3,5170,5535,6527,6477,3695,9336,9954,10025,5671,5788,7537,3043,508,38.8,20469,61204,58797,54493,14731,11088,58797,29543,29254,101.0,11088,5585,5503,101.5,79266,74546,4720,74546,68605,58,98,N,N,N,N,1821,N,N,N,N,N,N,N,552,N,N,N,N,3412,4720,N,N,N,N,79266,73325,N,356,2228,N,7522,79266,8202,6115,15,328,1744,71064,67171,0,43,1821,552,85,1392,782,310M600US25720,"Heber, UT Micro Area",2021,25720
84881,44092,40789,108.1,3836,4556,5583,5213,4844,10440,10970,10147,6543,5620,11360,4618,1151,41.5,16988,69900,67893,64598,19950,17129,67893,34186,33707,101.4,17129,8246,8883,92.8,84881,79780,5101,79780,77058,607,1540,N,N,N,N,217,N,N,N,N,N,N,N,0,N,N,N,N,358,5101,71,2004,339,0,84881,82159,678,3742,823,N,2741,84881,3781,N,N,N,N,81100,74951,561,1397,217,0,130,3844,1254,310M600US25740,"Helena, MT Micro Area",2021,25740
93962,48515,45447,106.8,5985,5814,7915,6500,5786,12766,13041,10722,4761,5215,8856,4225,2376,36.8,23691,72499,70271,66458,18711,15457,70271,36531,33740,108.3,15457,7191,8266,87.0,93962,79933,14029,79933,61683,914,2707,N,N,N,N,744,N,N,N,N,N,N,N,204,N,N,N,N,13681,14029,567,2000,850,0,93962,75603,1481,4952,1637,247,24250,93962,31091,28151,83,124,2733,62871,55134,914,1615,691,204,270,4043,1153,310M600US25840,"Hermiston-Pendleton, OR Micro Area",2021,25840
366441,179606,186835,96.1,18349,19844,21438,22705,23132,42851,41293,49599,24078,28962,44468,22672,7050,43.2,74606,302397,291835,280266,90700,74190,291835,142044,149791,94.8,74190,33305,40885,81.5,366441,335266,31175,335266,291736,18316,1083,N,N,N,N,10496,359,693,684,71,295,759,7635,129,N,N,N,N,13506,31175,5099,8866,1873,523,366441,320691,26428,10767,14371,526,26205,366441,28323,14303,2602,657,10761,338118,289121,17977,476,10408,129,946,19061,1032,310M600US25860,"Hickory-Lenoir-Morganton, NC Metro Area",2021,25860
202906,101222,101684,99.5,10822,9978,14932,10322,9355,24603,24474,23873,14351,13742,29438,12424,4592,44.0,42832,164053,160074,154653,54498,46454,160074,78353,81721,95.9,46454,22458,23996,93.6,202906,139942,62964,139942,61185,2242,1129,N,N,N,N,45427,393,4228,19444,16678,892,829,2963,25236,19614,50,84,5488,4723,62964,400,2433,8169,90,202906,110790,6196,7350,89757,68822,15737,202906,27941,8258,11033,139,8511,174965,59017,2242,192,42699,24390,1512,44913,996,310M600US25900,"Hilo, HI Micro Area",2021,25900
222072,108830,113242,96.1,9716,8347,12914,12750,15733,21948,24503,21464,15927,15698,38282,19657,5133,47.2,38117,189040,183955,173762,72364,63072,183955,90129,93826,96.1,63072,29625,33447,88.6,222072,207442,14630,207442,149060,39019,926,N,N,N,N,3038,N,N,N,N,N,N,N,0,N,N,N,N,15399,14630,932,3020,652,1405,222072,161902,41987,5375,3856,N,23897,222072,26386,15802,3061,287,7236,195686,145770,38969,84,2904,0,904,7055,984,310M600US25940,"Hilton Head Island-Bluffton, SC Metro Area",2021,25940
79371,38676,40695,95.0,7179,7137,5009,6113,8011,14754,9434,6664,3756,3383,5290,2230,411,29.3,22223,58927,57148,51545,9599,7931,57148,28518,28630,99.6,7931,3409,4522,75.4,79371,68322,11049,68322,31876,32175,221,N,N,N,N,1759,N,N,N,N,N,N,N,516,N,N,N,N,1775,11049,3660,782,576,147,79371,42060,37249,1580,2904,540,6861,79371,8865,2470,3896,327,2172,70506,31320,30651,189,1759,516,85,5986,151,310M600US25980,"Hinesville, GA Metro Area",2021,25980
73004,37450,35554,105.3,6135,7205,5757,4583,4604,11828,11476,5175,3734,4222,5457,1996,832,32.2,22098,52730,50906,48727,10975,8285,50906,26246,24660,106.4,8285,3818,4467,85.5,73004,40842,32162,40842,27173,2211,904,N,N,N,N,429,N,N,N,N,N,N,N,0,N,N,N,N,10125,32162,1012,499,0,0,73004,59178,3361,1858,429,N,40704,73004,45539,N,N,N,N,27465,22118,1829,338,429,0,560,2191,718,310M600US26020,"Hobbs, NM Micro Area",2021,26020
120950,60666,60284,100.6,6711,8384,8419,7792,6266,14554,14786,15279,8517,8927,13631,5794,1890,40.1,28646,95158,92304,88722,26777,21315,92304,45964,46340,99.2,21315,10066,11249,89.5,120950,112247,8703,112247,106373,1586,567,N,N,N,N,1113,N,N,N,N,N,N,N,0,N,N,N,N,2608,8703,1040,1126,432,0,120950,114945,2869,1773,1545,N,8652,120950,9500,N,N,N,N,111450,103942,1586,217,923,0,306,4476,1792,310M600US26090,"Holland, MI Micro Area",2021,26090
158083,77507,80576,96.2,5427,6884,6773,5913,5830,13903,14207,14714,10020,16352,32074,20580,5406,57.8,22989,137704,135094,131346,69000,58060,135094,65582,69512,94.3,58060,27261,30799,88.5,158083,148886,9197,148886,140970,3088,437,N,N,N,N,2716,N,N,N,N,N,N,N,0,N,N,N,N,1675,9197,429,1242,241,1335,158083,148444,5645,3627,3517,N,7099,158083,10554,609,6410,1569,1966,147529,135753,3086,149,2716,0,399,5426,1653,310M600US26140,"Homosassa Springs, FL Metro Area",2021,26140
100330,48241,52089,92.6,5299,4852,5230,5790,5544,11147,11557,12040,7978,6767,14156,8094,1876,45.5,19817,83602,80513,78204,28464,24126,80513,38620,41893,92.2,24126,11178,12948,86.3,100330,94238,6092,94238,84927,7682,199,N,N,N,N,321,N,N,N,N,N,N,N,487,N,N,N,N,622,6092,1449,1696,815,160,100330,90469,9794,2345,1136,N,2430,100330,6383,N,N,N,N,93947,80499,7682,175,321,397,55,4818,887,310M600US26300,"Hot Springs, AR Metro Area",2021,26300
206212,99356,106856,93.0,12803,13445,14332,12923,12745,25887,27461,25324,13546,13199,21402,9065,4080,38.7,49542,161978,156670,151132,41543,34547,156670,75295,81375,92.5,34547,15228,19319,78.8,206212,189994,16218,189994,148127,30262,7664,N,N,N,N,2042,N,N,N,N,N,N,N,0,N,N,N,N,1899,16218,2411,2687,327,3726,206212,158456,37791,15006,3760,N,7575,206212,10464,4969,810,270,4415,195748,145728,29534,7382,2042,0,59,11003,495,310M600US26380,"Houma-Thibodaux, LA Metro Area",2021,26380
7206841,3585967,3620874,99.0,480011,515314,564310,506739,465405,1034664,1056041,916536,396838,402073,559136,231749,78025,35.3,1887072,5536798,5319769,5055271,1102072,868910,5319769,2623792,2695977,97.3,868910,396177,472733,83.8,7206841,5631015,1575826,5631015,2834048,1229487,50313,2224,513,1292,141,585699,157354,102565,47240,7411,15424,151157,104548,6278,1385,2093,371,2429,925190,1575826,55167,33555,43095,6877,7206841,4328574,1359971,143405,666204,18320,2325461,7206841,2777223,1964509,59537,59000,694177,4429618,2390969,1207152,7060,575977,5441,28805,214214,59106,310M600US26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",2021,26420
356581,175770,180811,97.2,17802,20667,21694,23968,20313,41493,43580,45125,23695,25293,44210,21634,7107,42.4,74264,291253,282317,267939,89263,72951,282317,138175,144142,95.9,72951,33197,39754,83.5,356581,339892,16689,339892,329321,5704,841,N,N,N,N,2498,N,N,N,N,N,N,N,0,N,N,N,N,1528,16689,4210,3463,612,264,356581,345271,11224,5322,3374,N,9106,356581,3606,1421,487,61,1637,352975,328660,5621,841,2498,0,1096,14259,4681,310M600US26580,"Huntington-Ashland, WV-KY-OH Metro Area",2021,26580
502728,248603,254125,97.8,26329,26462,36942,32416,31492,66303,69956,63515,35113,35465,47449,23874,7412,39.8,109316,406416,393412,373440,97505,78735,393412,193120,200292,96.4,78735,34335,44400,77.3,502728,460947,41781,460947,337758,102583,2978,N,N,N,N,9821,2239,1932,1151,472,1145,1672,1210,773,N,N,N,N,7034,41781,5227,8187,5926,2877,502728,374183,115590,17323,17197,2855,23152,502728,28563,15065,5316,454,7728,474165,331334,101586,1884,9340,773,1006,28242,2916,310M600US26620,"Huntsville, AL Metro Area",2021,26620
77977,44175,33802,130.7,3486,3123,3233,6647,13085,11387,9834,7112,4658,4307,6289,3738,1078,33.3,11441,67574,66536,58502,13264,11105,66536,39267,27269,144.0,11105,5662,5443,104.0,77977,66215,11762,66215,45303,14987,229,N,N,N,N,651,N,N,N,N,N,N,N,0,N,N,N,N,5045,11762,2253,2167,363,0,77977,56958,17386,2533,1014,N,12024,77977,14575,11578,339,0,2658,63402,43095,14191,188,651,0,0,5277,494,310M600US26660,"Huntsville, TX Micro Area",2021,26660
163293,79664,83629,95.3,12140,14044,15127,12159,8663,22421,21862,18085,8471,8533,13442,5790,2556,33.6,49573,118393,113720,108522,26828,21788,113720,56235,57485,97.8,21788,9742,12046,80.9,163293,149900,13393,149900,138121,401,339,N,N,N,N,982,N,N,N,N,N,N,N,106,N,N,N,N,9951,13393,1582,1787,1393,0,163293,150754,2128,3478,2604,788,17966,163293,21659,18911,532,0,2216,141634,132194,289,339,982,106,1897,5827,1049,310M600US26820,"Idaho Falls, ID Metro Area",2021,26820
82886,41360,41526,99.6,4120,4249,3964,7107,8470,8366,8606,9157,4796,6949,10216,5140,1746,40.8,15216,69422,67670,61670,21620,17102,67670,33473,34197,97.9,17102,7991,9111,87.7,82886,80246,2640,80246,76748,1837,116,N,N,N,N,877,N,N,N,N,N,N,N,0,N,N,N,N,668,2640,791,240,69,0,82886,79194,2696,490,1152,N,2002,82886,1248,N,N,N,N,81638,76661,1837,77,877,0,63,2123,817,310M600US26860,"Indiana, PA Micro Area",2021,26860
2129479,1048395,1081084,97.0,131326,137729,159405,141403,130891,302857,295512,262833,127724,135189,190390,82369,31851,37.0,518664,1669051,1610815,1537536,378718,304610,1610815,782873,827942,94.6,304610,134540,170070,79.1,2129479,1980945,148534,1980945,1510329,314996,7083,N,N,N,N,77560,22718,10397,4170,2548,3439,2493,31795,590,N,N,N,N,70387,148534,35474,18944,13250,1806,2129479,1647763,362581,34934,95748,4168,141099,2129479,157157,99326,14727,2524,40580,1972322,1479076,312289,2890,77071,417,10730,89849,14759,310M600US26900,"Indianapolis-Carmel-Anderson, IN Metro Area",2021,26900
177239,88725,88514,100.2,8857,10975,9466,14912,25044,25696,22930,17125,7912,9821,15437,6560,2504,32.0,36095,145555,141144,128094,29490,24501,141144,69390,71754,96.7,24501,10876,13625,79.8,177239,163157,14082,163157,139130,10693,504,N,N,N,N,8573,1292,3159,35,43,1450,793,1801,0,N,N,N,N,4257,14082,3146,1173,2692,48,177239,151778,14822,4122,11502,N,10449,177239,11014,6909,1027,103,2975,166225,137324,10605,47,8573,0,1018,8658,1065,310M600US26980,"Iowa City, IA Metro Area",2021,26980
105162,51801,53361,97.1,2997,3311,3548,17715,17875,10638,10476,10687,6220,5627,10217,4192,1659,31.4,12622,94552,92540,72283,19113,16068,92540,45250,47290,95.7,16068,7293,8775,83.1,105162,100219,4943,100219,80867,5315,0,N,N,N,N,11378,N,N,N,N,N,N,N,12,N,N,N,N,2647,4943,365,610,456,34,105162,85233,6204,1174,12244,N,5736,105162,5745,441,1903,456,2945,99417,80177,4661,0,11378,12,259,2930,1427,310M600US27060,"Ithaca, NY Metro Area",2021,27060
160050,82064,77986,105.2,8807,8698,10516,10011,8370,21166,20318,19386,11105,12017,17912,8585,3159,40.9,34317,129947,125733,120082,37183,29656,125733,64680,61053,105.9,29656,13715,15941,86.0,160050,148181,11869,148181,132702,13139,332,N,N,N,N,981,N,N,N,N,N,N,N,0,N,N,N,N,1027,11869,2573,1112,902,79,160050,144170,16637,1923,2032,N,7912,160050,6186,3728,914,675,869,153864,131457,13061,207,981,0,302,7856,2869,310M600US27100,"Jackson, MI Metro Area",2021,27100
586758,283298,303460,93.4,34134,32063,44528,43053,37444,75931,80376,72696,35719,37185,58877,25034,9718,38.4,137356,466584,449402,424838,116038,93629,449402,212734,236668,89.9,93629,41010,52619,77.9,586758,566801,19957,566801,269565,282811,2401,N,N,N,N,5880,2184,1232,73,486,531,909,465,120,N,N,N,N,6024,19957,4377,3863,1637,668,586758,288501,289882,10018,7930,N,13275,586758,13951,7141,280,68,6462,572807,266055,282663,726,5880,120,2804,14559,1921,310M600US27140,"Jackson, MS Metro Area",2021,27140
180799,85429,95370,89.6,10509,11682,12020,13212,11857,22131,22926,20405,9891,13739,20192,7805,4430,38.6,41649,143710,139150,130334,41257,32427,139150,64852,74298,87.3,32427,14432,17995,80.2,180799,172093,8706,172093,117207,49214,265,N,N,N,N,1500,N,N,N,N,N,N,N,142,N,N,N,N,3765,8706,1878,1080,540,155,180799,124916,52310,2139,2047,N,8585,180799,8110,N,N,N,N,172689,116583,49214,85,1381,142,473,4811,1132,310M600US27180,"Jackson, TN Metro Area",2021,27180
1637666,800357,837309,95.6,93763,102135,107577,97283,97347,222496,220008,206063,104096,112084,170651,75233,28930,39.5,365140,1311572,1272526,1215742,337642,274814,1272526,615006,657520,93.5,274814,123516,151298,81.6,1637666,1470685,166981,1470685,1011361,326586,3483,N,N,N,N,69300,18873,5609,23335,1555,2817,6562,10549,874,N,N,N,N,59081,166981,25143,15509,12073,2920,1637666,1165921,369609,29012,88185,4610,159866,1637666,168362,32935,50385,22850,62192,1469304,979150,322785,1290,68378,855,11649,85197,20465,310M600US27260,"Jacksonville, FL Metro Area",2021,27260
206160,113754,92406,123.1,16483,13949,13631,15847,35203,33418,23671,17296,9250,7691,12289,5884,1548,27.3,50042,161136,156118,136504,23994,19721,156118,89250,66868,133.5,19721,8864,10857,81.6,206160,178786,27374,178786,140238,23434,1669,N,N,N,N,4243,N,N,N,N,N,N,N,267,N,N,N,N,8935,27374,7436,6116,1463,693,206160,164878,34430,10051,8033,2341,17236,206160,27635,11848,7690,975,7122,178525,133609,22768,1151,4076,267,549,16105,678,310M600US27340,"Jacksonville, NC Metro Area",2021,27340
126807,63455,63352,100.2,6301,7545,6984,8572,7073,14880,14407,15527,9104,10060,15793,8138,2423,43.2,25550,104454,101257,95840,32840,26354,101257,50105,51152,98.0,26354,12135,14219,85.3,126807,119074,7733,119074,109908,3996,730,N,N,N,N,638,N,N,N,N,N,N,N,202,N,N,N,N,3600,7733,1446,837,527,196,126807,117378,6592,2672,1176,N,8316,126807,10273,1174,6957,16,2126,116534,107613,2564,187,638,202,286,5044,2042,310M600US27460,"Jamestown-Dunkirk-Fredonia, NY Micro Area",2021,27460
164381,82241,82140,100.1,9496,10226,10657,11106,8993,21510,20192,20687,11828,12086,16903,7684,3013,39.9,37488,132147,126893,121871,34849,27600,126893,62752,64141,97.8,27600,12454,15146,82.2,164381,147710,16671,147710,134620,8018,727,N,N,N,N,2030,N,N,N,N,N,N,N,0,N,N,N,N,2315,16671,2816,1465,801,0,164381,151048,11172,2192,2953,N,13699,164381,15986,N,N,N,N,148395,132239,7789,53,2030,0,363,5921,1211,310M600US27500,"Janesville-Beloit, WI Metro Area",2021,27500
80286,40485,39801,101.7,4042,5466,6947,7239,3465,9339,11206,11306,4157,5608,6838,3991,682,38.6,20363,62693,59923,56007,14381,11511,59923,29134,30789,94.6,11511,5240,6271,83.6,80286,74570,5716,74570,63942,6272,26,N,N,N,N,1557,N,N,N,N,N,N,N,0,N,N,N,N,2773,5716,N,N,N,N,80286,69392,7139,520,2363,N,6626,80286,7734,N,N,N,N,72552,61972,6231,0,1557,0,294,2498,782,310M600US27600,"Jefferson, GA Micro Area",2021,27600
151698,76504,75194,101.7,9224,7012,12051,11057,9102,19557,20450,17620,11718,8656,15537,7120,2594,39.1,34380,121607,117318,109968,30990,25251,117318,59707,57611,103.6,25251,11697,13554,86.3,151698,141939,9759,141939,129314,8626,611,N,N,N,N,1607,N,N,N,N,N,N,N,0,N,N,N,N,1781,9759,2533,2288,447,431,151698,137722,13169,3982,2535,N,5012,151698,4693,3144,191,186,1172,147005,127392,8531,573,1452,0,1454,7603,1392,310M600US27620,"Jefferson City, MO Metro Area",2021,27620
205972,100608,105364,95.5,8969,10585,11077,13468,15351,23824,23931,25907,13937,16527,25371,13197,3828,42.7,37740,172792,168232,158503,50827,42396,168232,81635,86597,94.3,42396,20195,22201,91.0,205972,192157,13815,192157,183590,5014,338,N,N,N,N,1357,N,N,N,N,N,N,N,0,N,N,N,N,1858,13815,926,5047,1388,38,205972,197099,6184,5722,3109,585,7629,205972,7246,4457,431,306,2052,198726,182568,5014,89,1310,0,356,9389,1313,310M600US27740,"Johnson City, TN Metro Area",2021,27740
132167,66226,65941,100.4,6163,6738,7598,8506,8148,13824,13879,16549,9680,9931,18687,9371,3093,46.0,25502,110309,106665,100992,37289,31151,106665,52622,54043,97.4,31151,14149,17002,83.2,132167,127066,5101,127066,121995,3733,104,N,N,N,N,657,N,N,N,N,N,N,N,0,N,N,N,N,577,5101,1526,1890,295,0,132167,126941,5464,2047,1015,156,1752,132167,2518,858,1242,84,334,129649,120704,3591,58,647,0,422,4227,325,310M600US27780,"Johnstown, PA Metro Area",2021,27780
134878,66072,68806,96.0,8844,9566,9899,10116,8803,21050,17256,14872,9055,5873,11597,5515,2432,34.5,33839,104825,101039,94253,23241,19544,101039,47475,53564,88.6,19544,8181,11363,72.0,134878,125395,9483,125395,101945,18108,1061,N,N,N,N,873,N,N,N,N,N,N,N,0,N,N,N,N,3408,9483,926,2693,419,297,134878,110130,20583,4748,2202,N,7780,134878,7032,N,N,N,N,127846,100296,18008,843,873,0,428,7398,2343,310M600US27860,"Jonesboro, AR Metro Area",2021,27860
182541,90116,92425,97.5,11220,12485,13410,11850,11379,24612,22421,21389,11311,11726,18164,9363,3211,38.0,44539,143004,138002,131009,38363,30738,138002,67033,70969,94.5,30738,13574,17164,79.1,182541,163705,18836,163705,151658,1851,2400,N,N,N,N,2569,N,N,N,N,N,N,N,1578,N,N,N,N,3649,18836,970,5457,447,160,182541,170120,3757,8689,3560,2142,14677,182541,14416,6470,1001,178,6767,168125,147765,1664,1761,2569,1578,1298,11490,3539,310M600US27900,"Joplin, MO Metro Area",2021,27900
164268,81587,82681,98.7,9011,9749,10910,8411,7111,19523,22771,21302,10557,12387,20429,9838,2269,42.9,35358,132126,128910,124982,39859,32536,128910,63116,65794,95.9,32536,15290,17246,88.7,164268,123563,40705,123563,51192,1208,521,N,N,N,N,50015,257,2027,33938,9381,466,658,3288,16432,13049,353,137,2893,4195,40705,628,1245,6747,29,164268,83076,2910,4255,76497,41258,11559,164268,19854,10627,5045,101,4081,144414,48468,1117,224,49369,15320,356,29560,524,310M600US27980,"Kahului-Wailuku-Lahaina, HI Metro Area",2021,27980
